Customer ID,Product ID,Product Category,Purchase Amount,Purchase Date
C282,P050,Books,42.74,2024-10-26
C476,P049,Books,17.03,2024-12-02
C287,P026,Electronics,227.2,2024-12-16
C442,P026,Electronics,227.2,2024-12-26
C314,P035,Clothing,145.34,2024-12-19
C247,P014,Electronics,705.3,2024-10-25
C180,P044,Home & Kitchen,78.81,2024-05-19
C223,P016,Grocery,29.39,2025-03-09
C490,P037,Grocery,45.36,2025-02-25
C326,P007,Clothing,110.63,2024-04-19
C099,P029,Electronics,274.93,2024-04-06
C183,P001,Home & Kitchen,121.58,2024-11-29
C496,P019,Health & Beauty,39.38,2024-12-05
C158,P049,Books,17.03,2024-11-10
C350,P008,Health & Beauty,151.86,2024-06-24
C156,P048,Health & Beauty,156.97,2024-12-14
C305,P033,Books,21.5,2024-04-07
C118,P047,Books,40.03,2024-09-17
C442,P049,Books,17.03,2024-11-28
C173,P049,Books,17.03,2024-06-15
C435,P048,Health & Beauty,156.97,2024-05-24
C352,P014,Electronics,705.3,2024-09-07
C156,P037,Grocery,45.36,2025-01-27
C282,P047,Books,40.03,2024-12-23
C486,P002,Clothing,195.25,2024-07-16
C042,P046,Health & Beauty,95.79,2025-03-03
C008,P045,Health & Beauty,173.17,2024-05-24
C207,P039,Clothing,52.46,2024-08-25
C474,P006,Home & Kitchen,145.28,2025-03-15
C404,P027,Grocery,47.56,2025-02-26
C394,P011,Clothing,44.35,2024-12-29
C188,P038,Health & Beauty,30.84,2024-07-26
C359,P048,Health & Beauty,156.97,2024-05-26
C024,P007,Clothing,110.63,2025-01-20
C406,P012,Grocery,47.66,2024-05-30
C361,P023,Home & Kitchen,73.07,2024-08-04
C339,P045,Health & Beauty,173.17,2024-12-31
C428,P030,Electronics,830.78,2024-11-16
C015,P048,Health & Beauty,156.97,2025-01-30
C069,P009,Health & Beauty,152.28,2024-06-27
C238,P027,Grocery,47.56,2024-11-04
C148,P047,Books,40.03,2024-06-29
C485,P042,Grocery,39.25,2024-12-22
C201,P003,Health & Beauty,123.96,2024-06-24
C344,P037,Grocery,45.36,2025-02-04
C091,P031,Health & Beauty,133.54,2025-03-22
C031,P027,Grocery,47.56,2024-10-25
C100,P022,Grocery,36.29,2025-01-27
C111,P010,Clothing,30.34,2024-08-23
C184,P039,Clothing,52.46,2024-06-01
C342,P015,Grocery,26.46,2025-03-18
C072,P045,Health & Beauty,173.17,2024-04-22
C326,P036,Grocery,15.28,2024-08-06
C409,P018,Books,46.71,2024-08-15
C251,P007,Clothing,110.63,2024-05-27
C341,P032,Grocery,15.89,2024-09-08
C168,P050,Books,42.74,2024-04-16
C188,P043,Grocery,15.66,2024-12-31
C039,P001,Home & Kitchen,121.58,2024-11-06
C230,P015,Grocery,26.46,2024-05-14
C207,P049,Books,17.03,2024-10-18
C053,P040,Clothing,140.78,2024-05-07
C031,P011,Clothing,44.35,2025-01-31
C344,P011,Clothing,44.35,2025-03-29
C362,P029,Electronics,274.93,2024-10-16
C110,P043,Grocery,15.66,2024-12-05
C128,P046,Health & Beauty,95.79,2024-11-09
C060,P013,Health & Beauty,96.71,2024-12-24
C164,P037,Grocery,45.36,2025-02-15
C065,P033,Books,21.5,2024-06-19
C153,P002,Clothing,195.25,2025-02-02
C260,P033,Books,21.5,2024-07-02
C222,P043,Grocery,15.66,2025-03-31
C395,P003,Health & Beauty,123.96,2025-01-18
C198,P037,Grocery,45.36,2025-01-27
C457,P002,Clothing,195.25,2024-08-27
C003,P025,Clothing,143.67,2024-10-21
C043,P002,Clothing,195.25,2024-05-25
C358,P018,Books,46.71,2024-08-01
C085,P036,Grocery,15.28,2024-04-12
C403,P032,Grocery,15.89,2024-06-09
C004,P050,Books,42.74,2024-07-09
C077,P028,Grocery,24.76,2024-10-03
C281,P039,Clothing,52.46,2024-10-09
C071,P031,Health & Beauty,133.54,2024-05-24
C459,P043,Grocery,15.66,2024-07-15
C479,P007,Clothing,110.63,2024-12-09
C218,P045,Health & Beauty,173.17,2024-08-24
C500,P042,Grocery,39.25,2024-09-27
C188,P026,Electronics,227.2,2024-10-16
C083,P003,Health & Beauty,123.96,2024-12-06
C259,P022,Grocery,36.29,2025-01-25
C021,P018,Books,46.71,2024-05-14
C439,P015,Grocery,26.46,2024-04-15
C427,P017,Home & Kitchen,197.59,2024-08-30
C310,P017,Home & Kitchen,197.59,2024-10-08
C185,P005,Books,40.32,2024-09-26
C103,P046,Health & Beauty,95.79,2025-02-18
C470,P003,Health & Beauty,123.96,2024-11-14
C361,P029,Electronics,274.93,2025-03-01
C397,P028,Grocery,24.76,2025-01-11
C022,P010,Clothing,30.34,2024-05-04
C430,P012,Grocery,47.66,2025-03-03
C245,P015,Grocery,26.46,2025-03-22
C351,P028,Grocery,24.76,2024-04-16
C081,P012,Grocery,47.66,2024-08-01
C369,P023,Home & Kitchen,73.07,2024-08-19
C061,P014,Electronics,705.3,2024-05-01
C262,P001,Home & Kitchen,121.58,2025-01-27
C365,P009,Health & Beauty,152.28,2024-12-09
C137,P007,Clothing,110.63,2025-02-26
C266,P038,Health & Beauty,30.84,2025-01-09
C057,P047,Books,40.03,2024-04-14
C258,P010,Clothing,30.34,2024-09-12
C057,P009,Health & Beauty,152.28,2024-05-14
C108,P039,Clothing,52.46,2024-10-17
C154,P036,Grocery,15.28,2024-10-04
C039,P021,Health & Beauty,41.17,2025-03-23
C468,P049,Books,17.03,2025-02-14
C414,P009,Health & Beauty,152.28,2025-01-22
C137,P048,Health & Beauty,156.97,2025-01-25
C461,P038,Health & Beauty,30.84,2024-06-09
C469,P046,Health & Beauty,95.79,2024-07-05
C401,P022,Grocery,36.29,2025-03-22
C197,P044,Home & Kitchen,78.81,2024-05-03
C034,P003,Health & Beauty,123.96,2024-09-25
C155,P045,Health & Beauty,173.17,2025-02-25
C045,P050,Books,42.74,2024-03-31
C383,P044,Home & Kitchen,78.81,2025-03-19
C265,P015,Grocery,26.46,2024-12-04
C436,P038,Health & Beauty,30.84,2024-08-22
C058,P024,Clothing,112.22,2025-03-09
C105,P038,Health & Beauty,30.84,2024-04-28
C481,P013,Health & Beauty,96.71,2024-10-13
C062,P019,Health & Beauty,39.38,2025-01-01
C432,P014,Electronics,705.3,2024-06-23
C329,P038,Health & Beauty,30.84,2024-10-22
C026,P021,Health & Beauty,41.17,2024-09-03
C467,P026,Electronics,227.2,2025-01-22
C345,P050,Books,42.74,2024-10-22
C374,P026,Electronics,227.2,2025-01-30
C019,P029,Electronics,274.93,2024-04-21
C347,P031,Health & Beauty,133.54,2024-12-30
C282,P037,Grocery,45.36,2024-12-08
C385,P020,Grocery,31.09,2024-11-02
C293,P017,Home & Kitchen,197.59,2024-08-18
C102,P036,Grocery,15.28,2024-10-10
C074,P002,Clothing,195.25,2024-11-08
C118,P029,Electronics,274.93,2024-12-21
C452,P039,Clothing,52.46,2024-06-24
C144,P030,Electronics,830.78,2024-09-05
C325,P041,Health & Beauty,60.05,2025-02-14
C384,P028,Grocery,24.76,2024-04-02
C159,P037,Grocery,45.36,2024-09-28
C024,P046,Health & Beauty,95.79,2025-01-06
C222,P037,Grocery,45.36,2025-02-07
C225,P024,Clothing,112.22,2024-11-07
C460,P039,Clothing,52.46,2024-05-26
C033,P023,Home & Kitchen,73.07,2025-01-09
C144,P013,Health & Beauty,96.71,2024-05-22
C220,P036,Grocery,15.28,2024-12-10
C377,P022,Grocery,36.29,2025-02-23
C147,P048,Health & Beauty,156.97,2025-02-24
C082,P048,Health & Beauty,156.97,2024-07-12
C431,P049,Books,17.03,2025-02-06
C031,P006,Home & Kitchen,145.28,2024-09-02
C264,P044,Home & Kitchen,78.81,2024-11-30
C437,P005,Books,40.32,2024-10-24
C445,P019,Health & Beauty,39.38,2024-07-01
C175,P045,Health & Beauty,173.17,2024-11-26
C445,P041,Health & Beauty,60.05,2024-10-05
C479,P030,Electronics,830.78,2025-01-21
C457,P009,Health & Beauty,152.28,2024-11-02
C131,P024,Clothing,112.22,2024-07-09
C034,P037,Grocery,45.36,2024-11-21
C142,P039,Clothing,52.46,2024-07-14
C018,P020,Grocery,31.09,2025-01-17
C242,P049,Books,17.03,2024-12-26
C364,P016,Grocery,29.39,2024-10-29
C128,P011,Clothing,44.35,2024-05-28
C477,P029,Electronics,274.93,2025-02-19
C022,P031,Health & Beauty,133.54,2024-11-08
C303,P018,Books,46.71,2024-06-08
C232,P040,Clothing,140.78,2024-08-06
C011,P046,Health & Beauty,95.79,2024-10-20
C249,P035,Clothing,145.34,2024-05-08
C020,P035,Clothing,145.34,2024-04-02
C210,P004,Home & Kitchen,92.17,2024-08-24
C317,P028,Grocery,24.76,2024-05-13
C454,P035,Clothing,145.34,2024-09-29
C174,P041,Health & Beauty,60.05,2024-07-24
C037,P043,Grocery,15.66,2024-09-26
C310,P003,Health & Beauty,123.96,2024-05-29
C080,P038,Health & Beauty,30.84,2024-08-15
C022,P015,Grocery,26.46,2024-05-27
C308,P007,Clothing,110.63,2025-01-23
C037,P048,Health & Beauty,156.97,2024-09-06
C312,P018,Books,46.71,2024-08-02
C312,P018,Books,46.71,2024-04-03
C107,P004,Home & Kitchen,92.17,2024-09-26
C170,P015,Grocery,26.46,2024-10-03
C404,P010,Clothing,30.34,2024-06-16
C426,P042,Grocery,39.25,2025-01-22
C427,P012,Grocery,47.66,2025-01-29
C319,P014,Electronics,705.3,2024-05-09
C267,P038,Health & Beauty,30.84,2025-02-20
C197,P050,Books,42.74,2024-11-09
C107,P049,Books,17.03,2024-10-09
C453,P041,Health & Beauty,60.05,2024-10-03
C078,P006,Home & Kitchen,145.28,2024-12-11
C076,P044,Home & Kitchen,78.81,2024-04-24
C299,P022,Grocery,36.29,2024-10-04
C412,P045,Health & Beauty,173.17,2024-05-29
C224,P037,Grocery,45.36,2024-11-04
C395,P042,Grocery,39.25,2024-11-05
C299,P032,Grocery,15.89,2024-07-09
C493,P036,Grocery,15.28,2024-04-28
C357,P029,Electronics,274.93,2025-01-05
C379,P004,Home & Kitchen,92.17,2024-08-14
C096,P042,Grocery,39.25,2024-10-15
C195,P036,Grocery,15.28,2024-10-19
C492,P037,Grocery,45.36,2024-06-25
C325,P045,Health & Beauty,173.17,2024-05-07
C289,P004,Home & Kitchen,92.17,2024-08-02
C366,P006,Home & Kitchen,145.28,2024-07-23
C092,P014,Electronics,705.3,2024-06-03
C090,P014,Electronics,705.3,2024-11-08
C143,P007,Clothing,110.63,2024-08-25
C495,P005,Books,40.32,2024-05-29
C307,P021,Health & Beauty,41.17,2025-03-14
C195,P046,Health & Beauty,95.79,2025-03-02
C312,P016,Grocery,29.39,2024-09-13
C127,P034,Clothing,131.39,2024-07-04
C067,P038,Health & Beauty,30.84,2024-09-04
C372,P025,Clothing,143.67,2024-12-09
C364,P015,Grocery,26.46,2024-11-13
C397,P019,Health & Beauty,39.38,2024-08-10
C488,P017,Home & Kitchen,197.59,2024-11-22
C468,P050,Books,42.74,2024-10-03
C290,P011,Clothing,44.35,2024-11-21
C096,P050,Books,42.74,2024-10-29
C267,P043,Grocery,15.66,2024-12-12
C233,P009,Health & Beauty,152.28,2024-10-01
C336,P001,Home & Kitchen,121.58,2025-02-27
C276,P025,Clothing,143.67,2025-03-02
C273,P021,Health & Beauty,41.17,2025-03-07
C258,P036,Grocery,15.28,2025-01-15
C106,P047,Books,40.03,2025-03-05
C410,P003,Health & Beauty,123.96,2024-06-15
C176,P027,Grocery,47.56,2025-02-14
C101,P037,Grocery,45.36,2025-01-07
C160,P005,Books,40.32,2025-02-22
C217,P029,Electronics,274.93,2024-08-15
C353,P027,Grocery,47.56,2024-10-04
C252,P049,Books,17.03,2024-08-02
C332,P009,Health & Beauty,152.28,2024-09-08
C282,P029,Electronics,274.93,2024-11-10
C430,P020,Grocery,31.09,2024-07-18
C213,P030,Electronics,830.78,2024-08-13
C044,P050,Books,42.74,2024-09-20
C204,P030,Electronics,830.78,2024-12-05
C220,P045,Health & Beauty,173.17,2024-04-21
C484,P044,Home & Kitchen,78.81,2024-11-01
C211,P010,Clothing,30.34,2024-07-12
C315,P035,Clothing,145.34,2024-06-28
C143,P020,Grocery,31.09,2024-12-18
C260,P035,Clothing,145.34,2024-10-24
C186,P026,Electronics,227.2,2025-02-22
C048,P026,Electronics,227.2,2024-10-22
C113,P033,Books,21.5,2024-09-22
C173,P002,Clothing,195.25,2024-12-07
C223,P024,Clothing,112.22,2024-05-08
C467,P001,Home & Kitchen,121.58,2025-03-19
C440,P005,Books,40.32,2024-07-13
C261,P006,Home & Kitchen,145.28,2025-02-15
C367,P022,Grocery,36.29,2025-02-27
C280,P030,Electronics,830.78,2025-03-08
C055,P013,Health & Beauty,96.71,2024-09-14
C449,P040,Clothing,140.78,2024-12-22
C267,P026,Electronics,227.2,2024-05-25
C400,P006,Home & Kitchen,145.28,2024-04-20
C016,P019,Health & Beauty,39.38,2024-09-01
C049,P041,Health & Beauty,60.05,2025-01-02
C212,P036,Grocery,15.28,2025-03-28
C497,P028,Grocery,24.76,2024-11-25
C147,P050,Books,42.74,2024-12-01
C460,P025,Clothing,143.67,2024-10-23
C224,P033,Books,21.5,2024-05-20
C377,P015,Grocery,26.46,2024-06-02
C055,P003,Health & Beauty,123.96,2025-03-05
C184,P016,Grocery,29.39,2024-08-16
C136,P023,Home & Kitchen,73.07,2024-07-30
C140,P027,Grocery,47.56,2024-09-24
C277,P009,Health & Beauty,152.28,2024-04-25
C463,P014,Electronics,705.3,2024-10-09
C115,P034,Clothing,131.39,2024-12-29
C112,P009,Health & Beauty,152.28,2024-04-30
C242,P017,Home & Kitchen,197.59,2024-08-30
C289,P027,Grocery,47.56,2024-09-02
C249,P029,Electronics,274.93,2024-08-20
C420,P012,Grocery,47.66,2024-04-18
C216,P012,Grocery,47.66,2025-01-08
C187,P006,Home & Kitchen,145.28,2025-03-16
C491,P005,Books,40.32,2024-09-07
C125,P050,Books,42.74,2025-01-03
C423,P040,Clothing,140.78,2024-11-20
C467,P034,Clothing,131.39,2024-09-27
C335,P021,Health & Beauty,41.17,2024-08-18
C146,P019,Health & Beauty,39.38,2025-01-08
C263,P014,Electronics,705.3,2024-05-11
C177,P044,Home & Kitchen,78.81,2025-01-03
C282,P031,Health & Beauty,133.54,2025-03-22
C284,P007,Clothing,110.63,2024-07-07
C363,P004,Home & Kitchen,92.17,2024-04-25
C379,P046,Health & Beauty,95.79,2024-09-03
C351,P001,Home & Kitchen,121.58,2024-09-14
C056,P031,Health & Beauty,133.54,2024-11-09
C193,P013,Health & Beauty,96.71,2025-02-16
C208,P011,Clothing,44.35,2025-03-22
C296,P028,Grocery,24.76,2024-06-01
C041,P018,Books,46.71,2025-02-09
C426,P037,Grocery,45.36,2024-06-04
C201,P042,Grocery,39.25,2024-04-13
C106,P005,Books,40.32,2024-10-16
C105,P014,Electronics,705.3,2024-09-23
C343,P016,Grocery,29.39,2025-02-20
C126,P002,Clothing,195.25,2024-08-31
C134,P024,Clothing,112.22,2024-08-17
C009,P029,Electronics,274.93,2025-02-04
C019,P017,Home & Kitchen,197.59,2024-08-26
C331,P041,Health & Beauty,60.05,2024-11-03
C199,P002,Clothing,195.25,2025-01-15
C135,P002,Clothing,195.25,2024-07-31
C268,P039,Clothing,52.46,2024-04-20
C186,P030,Electronics,830.78,2025-03-10
C071,P037,Grocery,45.36,2025-03-09
C372,P042,Grocery,39.25,2024-06-18
C439,P043,Grocery,15.66,2024-08-18
C103,P033,Books,21.5,2024-05-18
C383,P023,Home & Kitchen,73.07,2024-10-18
C417,P017,Home & Kitchen,197.59,2024-07-02
C312,P005,Books,40.32,2024-08-18
C106,P014,Electronics,705.3,2024-05-16
C232,P046,Health & Beauty,95.79,2025-01-04
C321,P028,Grocery,24.76,2024-08-05
C322,P026,Electronics,227.2,2024-06-28
C076,P046,Health & Beauty,95.79,2024-09-17
C089,P039,Clothing,52.46,2024-04-09
C269,P026,Electronics,227.2,2024-11-22
C002,P040,Clothing,140.78,2024-05-28
C372,P017,Home & Kitchen,197.59,2024-11-17
C464,P039,Clothing,52.46,2025-01-14
C467,P018,Books,46.71,2025-03-17
C425,P013,Health & Beauty,96.71,2024-04-16
C286,P043,Grocery,15.66,2025-01-01
C069,P012,Grocery,47.66,2024-09-03
C209,P030,Electronics,830.78,2024-09-02
C490,P048,Health & Beauty,156.97,2025-02-03
C187,P039,Clothing,52.46,2024-05-20
C191,P023,Home & Kitchen,73.07,2024-06-03
C375,P032,Grocery,15.89,2024-06-05
C431,P005,Books,40.32,2024-12-17
C033,P044,Home & Kitchen,78.81,2024-11-30
C186,P044,Home & Kitchen,78.81,2024-06-12
C235,P029,Electronics,274.93,2025-02-20
C499,P042,Grocery,39.25,2024-09-02
C043,P036,Grocery,15.28,2025-02-27
C127,P027,Grocery,47.56,2024-05-19
C428,P016,Grocery,29.39,2024-06-29
C280,P040,Clothing,140.78,2025-02-11
C364,P029,Electronics,274.93,2025-03-10
C353,P007,Clothing,110.63,2025-03-08
C415,P039,Clothing,52.46,2024-10-14
C300,P015,Grocery,26.46,2024-08-26
C344,P033,Books,21.5,2025-03-02
C431,P024,Clothing,112.22,2025-02-20
C398,P036,Grocery,15.28,2025-02-19
C361,P014,Electronics,705.3,2025-01-28
C242,P032,Grocery,15.89,2024-05-16
C358,P003,Health & Beauty,123.96,2024-10-22
C077,P016,Grocery,29.39,2024-11-30
C013,P027,Grocery,47.56,2024-07-22
C395,P002,Clothing,195.25,2024-07-25
C070,P029,Electronics,274.93,2024-05-11
C158,P019,Health & Beauty,39.38,2025-02-12
C126,P005,Books,40.32,2024-10-20
C071,P047,Books,40.03,2025-03-23
C473,P032,Grocery,15.89,2024-08-14
C328,P043,Grocery,15.66,2024-11-16
C147,P008,Health & Beauty,151.86,2025-03-06
C494,P028,Grocery,24.76,2025-02-02
C434,P011,Clothing,44.35,2024-11-18
C350,P012,Grocery,47.66,2024-11-23
C395,P039,Clothing,52.46,2024-07-24
C297,P049,Books,17.03,2024-08-27
C383,P035,Clothing,145.34,2024-08-05
C030,P042,Grocery,39.25,2025-01-23
C480,P018,Books,46.71,2024-09-14
C291,P017,Home & Kitchen,197.59,2024-12-18
C463,P015,Grocery,26.46,2025-03-22
C211,P038,Health & Beauty,30.84,2024-09-15
C276,P037,Grocery,45.36,2024-04-10
C464,P035,Clothing,145.34,2024-11-19
C190,P034,Clothing,131.39,2024-12-12
C068,P047,Books,40.03,2024-09-24
C116,P035,Clothing,145.34,2025-02-26
C047,P040,Clothing,140.78,2024-10-12
C311,P031,Health & Beauty,133.54,2025-03-04
C284,P028,Grocery,24.76,2024-12-07
C459,P016,Grocery,29.39,2024-10-28
C463,P042,Grocery,39.25,2024-10-06
C147,P021,Health & Beauty,41.17,2024-08-26
C461,P031,Health & Beauty,133.54,2024-05-15
C323,P025,Clothing,143.67,2024-04-28
C328,P044,Home & Kitchen,78.81,2024-04-01
C305,P014,Electronics,705.3,2024-11-11
C485,P038,Health & Beauty,30.84,2024-04-10
C090,P042,Grocery,39.25,2024-07-08
C326,P017,Home & Kitchen,197.59,2025-02-04
C285,P018,Books,46.71,2024-09-13
C192,P041,Health & Beauty,60.05,2025-01-17
C455,P032,Grocery,15.89,2024-10-19
C203,P001,Home & Kitchen,121.58,2025-02-02
C288,P012,Grocery,47.66,2025-02-24
C065,P004,Home & Kitchen,92.17,2025-02-05
C218,P029,Electronics,274.93,2024-07-21
C077,P039,Clothing,52.46,2024-09-01
C316,P020,Grocery,31.09,2024-08-07
C485,P019,Health & Beauty,39.38,2024-07-14
C104,P046,Health & Beauty,95.79,2025-01-27
C201,P003,Health & Beauty,123.96,2024-08-26
C236,P003,Health & Beauty,123.96,2024-09-11
C403,P004,Home & Kitchen,92.17,2024-10-20
C432,P048,Health & Beauty,156.97,2024-05-06
C206,P029,Electronics,274.93,2025-02-12
C485,P043,Grocery,15.66,2024-12-21
C065,P043,Grocery,15.66,2025-02-14
C428,P016,Grocery,29.39,2024-12-01
C026,P022,Grocery,36.29,2024-10-07
C382,P005,Books,40.32,2024-12-21
C268,P015,Grocery,26.46,2025-02-05
C456,P011,Clothing,44.35,2024-04-14
C320,P010,Clothing,30.34,2024-04-23
C405,P013,Health & Beauty,96.71,2024-07-25
C259,P004,Home & Kitchen,92.17,2024-07-03
C360,P011,Clothing,44.35,2024-07-31
C384,P043,Grocery,15.66,2024-07-22
C477,P025,Clothing,143.67,2024-09-03
C415,P039,Clothing,52.46,2025-03-11
C247,P033,Books,21.5,2024-05-03
C321,P020,Grocery,31.09,2024-07-28
C290,P021,Health & Beauty,41.17,2025-02-21
C491,P015,Grocery,26.46,2025-03-14
C072,P008,Health & Beauty,151.86,2025-03-20
C317,P041,Health & Beauty,60.05,2024-09-14
C074,P018,Books,46.71,2024-12-09
C062,P026,Electronics,227.2,2024-11-24
C396,P040,Clothing,140.78,2024-11-30
C320,P013,Health & Beauty,96.71,2024-11-15
C292,P011,Clothing,44.35,2024-10-26
C376,P020,Grocery,31.09,2024-08-06
C287,P025,Clothing,143.67,2024-08-09
C489,P031,Health & Beauty,133.54,2024-11-01
C236,P018,Books,46.71,2024-11-30
C488,P001,Home & Kitchen,121.58,2025-01-17
C434,P040,Clothing,140.78,2025-03-05
C283,P016,Grocery,29.39,2024-10-29
C006,P015,Grocery,26.46,2025-01-02
C496,P008,Health & Beauty,151.86,2024-07-29
C313,P011,Clothing,44.35,2025-03-27
C194,P003,Health & Beauty,123.96,2025-03-25
C053,P022,Grocery,36.29,2024-10-26
C267,P003,Health & Beauty,123.96,2025-03-10
C391,P018,Books,46.71,2024-11-18
C489,P034,Clothing,131.39,2024-06-08
C238,P039,Clothing,52.46,2024-12-07
C214,P012,Grocery,47.66,2024-05-25
C462,P041,Health & Beauty,60.05,2024-11-08
C246,P029,Electronics,274.93,2024-08-18
C327,P007,Clothing,110.63,2024-09-06
C104,P024,Clothing,112.22,2024-12-09
C313,P050,Books,42.74,2024-09-19
C101,P036,Grocery,15.28,2024-12-01
C167,P020,Grocery,31.09,2024-07-18
C306,P032,Grocery,15.89,2024-09-08
C292,P019,Health & Beauty,39.38,2024-12-09
C490,P037,Grocery,45.36,2024-09-19
C221,P043,Grocery,15.66,2024-11-05
C480,P038,Health & Beauty,30.84,2024-04-29
C002,P025,Clothing,143.67,2024-04-19
C259,P047,Books,40.03,2024-04-14
C211,P023,Home & Kitchen,73.07,2024-07-05
C383,P015,Grocery,26.46,2025-02-07
C423,P044,Home & Kitchen,78.81,2024-05-27
C201,P044,Home & Kitchen,78.81,2024-09-22
C131,P040,Clothing,140.78,2024-10-04
C348,P010,Clothing,30.34,2025-01-12
C477,P015,Grocery,26.46,2024-05-01
C089,P032,Grocery,15.89,2025-02-11
C065,P018,Books,46.71,2024-08-29
C119,P025,Clothing,143.67,2025-02-25
C454,P036,Grocery,15.28,2025-02-02
C445,P028,Grocery,24.76,2025-02-15
C032,P011,Clothing,44.35,2024-04-24
C218,P048,Health & Beauty,156.97,2024-05-26
C444,P016,Grocery,29.39,2024-04-29
C382,P009,Health & Beauty,152.28,2025-03-17
C322,P047,Books,40.03,2024-08-03
C255,P013,Health & Beauty,96.71,2024-12-03
C122,P016,Grocery,29.39,2025-01-16
C023,P038,Health & Beauty,30.84,2024-11-12
C159,P016,Grocery,29.39,2025-01-20
C208,P006,Home & Kitchen,145.28,2024-05-13
C014,P001,Home & Kitchen,121.58,2024-09-10
C314,P045,Health & Beauty,173.17,2025-01-02
C373,P049,Books,17.03,2024-09-23
C400,P004,Home & Kitchen,92.17,2024-10-28
C042,P003,Health & Beauty,123.96,2024-10-25
C187,P004,Home & Kitchen,92.17,2025-01-23
C300,P011,Clothing,44.35,2025-02-03
C011,P004,Home & Kitchen,92.17,2024-10-13
C316,P010,Clothing,30.34,2024-04-17
C120,P003,Health & Beauty,123.96,2024-04-19
C345,P002,Clothing,195.25,2024-10-16
C023,P019,Health & Beauty,39.38,2025-02-01
C101,P043,Grocery,15.66,2025-01-06
C332,P015,Grocery,26.46,2024-06-16
C207,P043,Grocery,15.66,2025-01-11
C429,P007,Clothing,110.63,2024-04-15
C195,P035,Clothing,145.34,2024-06-14
C285,P045,Health & Beauty,173.17,2025-01-13
C011,P025,Clothing,143.67,2024-07-04
C446,P035,Clothing,145.34,2025-03-25
C142,P042,Grocery,39.25,2024-04-30
C235,P048,Health & Beauty,156.97,2024-05-29
C358,P015,Grocery,26.46,2024-07-02
C258,P042,Grocery,39.25,2024-08-28
C184,P021,Health & Beauty,41.17,2025-01-30
C199,P032,Grocery,15.89,2024-06-29
C092,P004,Home & Kitchen,92.17,2024-05-28
C150,P048,Health & Beauty,156.97,2024-08-18
C257,P001,Home & Kitchen,121.58,2024-11-09
C124,P030,Electronics,830.78,2025-01-04
C252,P023,Home & Kitchen,73.07,2024-04-18
C100,P001,Home & Kitchen,121.58,2024-10-28
C342,P009,Health & Beauty,152.28,2024-09-30
C103,P050,Books,42.74,2024-10-28
C160,P046,Health & Beauty,95.79,2025-01-20
C227,P028,Grocery,24.76,2025-03-04
C330,P039,Clothing,52.46,2024-08-14
C085,P014,Electronics,705.3,2024-05-13
C214,P021,Health & Beauty,41.17,2024-04-06
C051,P001,Home & Kitchen,121.58,2024-09-21
C123,P023,Home & Kitchen,73.07,2024-12-21
C051,P010,Clothing,30.34,2024-06-08
C049,P004,Home & Kitchen,92.17,2024-10-05
C444,P026,Electronics,227.2,2024-04-27
C050,P025,Clothing,143.67,2024-07-28
C292,P004,Home & Kitchen,92.17,2024-12-05
C351,P039,Clothing,52.46,2025-03-29
C285,P022,Grocery,36.29,2024-10-25
C312,P015,Grocery,26.46,2024-06-06
C030,P035,Clothing,145.34,2024-04-16
C440,P044,Home & Kitchen,78.81,2024-04-11
C182,P009,Health & Beauty,152.28,2024-05-18
C204,P032,Grocery,15.89,2024-10-12
C018,P030,Electronics,830.78,2024-11-28
C455,P023,Home & Kitchen,73.07,2024-04-23
C404,P010,Clothing,30.34,2024-11-11
C493,P024,Clothing,112.22,2024-11-20
C252,P008,Health & Beauty,151.86,2024-09-26
C299,P004,Home & Kitchen,92.17,2024-11-19
C106,P019,Health & Beauty,39.38,2024-10-02
C337,P013,Health & Beauty,96.71,2024-11-14
C247,P045,Health & Beauty,173.17,2025-02-25
C285,P035,Clothing,145.34,2024-04-09
C302,P005,Books,40.32,2024-05-13
C460,P048,Health & Beauty,156.97,2025-01-24
C315,P045,Health & Beauty,173.17,2024-04-06
C016,P035,Clothing,145.34,2025-02-05
C325,P038,Health & Beauty,30.84,2024-11-30
C405,P050,Books,42.74,2024-08-06
C378,P012,Grocery,47.66,2024-07-10
C127,P006,Home & Kitchen,145.28,2025-01-22
C226,P043,Grocery,15.66,2024-09-25
C051,P049,Books,17.03,2024-04-13
C210,P005,Books,40.32,2024-06-11
C452,P015,Grocery,26.46,2024-12-23
C012,P021,Health & Beauty,41.17,2024-11-25
C422,P014,Electronics,705.3,2025-02-02
C131,P016,Grocery,29.39,2024-11-28
C382,P022,Grocery,36.29,2024-08-13
C480,P003,Health & Beauty,123.96,2024-09-09
C051,P017,Home & Kitchen,197.59,2024-08-21
C026,P007,Clothing,110.63,2024-06-02
C301,P022,Grocery,36.29,2024-10-25
C190,P012,Grocery,47.66,2024-12-27
C124,P001,Home & Kitchen,121.58,2024-10-20
C415,P037,Grocery,45.36,2024-04-18
C415,P033,Books,21.5,2024-11-25
C242,P034,Clothing,131.39,2025-03-15
C329,P048,Health & Beauty,156.97,2024-12-10
C399,P018,Books,46.71,2024-08-15
C353,P024,Clothing,112.22,2024-05-04
C289,P005,Books,40.32,2024-06-27
C167,P039,Clothing,52.46,2024-12-04
C450,P037,Grocery,45.36,2024-07-27
C079,P049,Books,17.03,2025-03-10
C211,P043,Grocery,15.66,2024-08-19
C001,P016,Grocery,29.39,2024-04-20
